,lambda1_share,lambda1_share_roc,n_significant_mp,regime_prob_stress
2023-08-21,0.1138428071057422,-0.0007378117323557087,0.0,6.9614945891895235e-06
2023-08-22,0.11385514200251914,-0.0013855597892047378,0.0,6.958817402558177e-06
2023-08-23,0.11565496079070198,-0.000881250755331478,0.0,6.471324954116421e-06
2023-08-24,0.11671445096290957,-0.0008789549072707181,0.0,6.320084672231854e-06
2023-08-25,0.11437947358823237,-0.0006982689566542577,0.0,6.780939458267315e-06
2023-08-28,0.11205327210075826,-0.0017895350049839387,0.0,7.800936348422541e-06
2023-08-29,0.11652138146810587,0.0026662394655867228,0.0,6.346013239161851e-06
2023-08-30,0.11241987495288162,-0.0032350858378203534,0.0,7.593546874311604e-06
2023-08-31,0.1108471646130695,-0.005867286349840073,0.0,8.624758138440521e-06
2023-09-01,0.10924679297384593,-0.005132680614386445,0.0,1.0141531376422603e-05
2023-09-04,0.1048024958737493,-0.007250776227008954,0.0,1.8878011994509804e-05
2023-09-05,0.11075775244142358,-0.005763629026682288,0.0,8.76314483270515e-06
2023-09-06,0.11027745800449212,-0.0021424169483895,0.0,9.107456803152809e-06
2023-09-07,0.10824138146824193,-0.002605783144827567,0.0,1.1417117478893832e-05
2023-09-08,0.10716135463652791,-0.0020854383373180158,0.0,1.3171713499312658e-05
2023-09-11,0.10720008563069948,0.0023975897569501747,0.0,1.3117573630199425e-05
2023-09-12,0.10559892143288943,-0.005158831008534148,0.0,1.661398631634729e-05
2023-09-13,0.10591127673791097,-0.004366181266581157,0.0,1.586260072222358e-05
2023-09-14,0.10584515936960534,-0.0023962220986365884,0.0,1.6016970638970092e-05
2023-09-15,0.10658051931960548,-0.0005808353169224345,0.0,1.4345770639331563e-05
2023-09-18,0.10894081632882682,0.0017407306981273435,0.0,1.0539871343200248e-05
2023-09-19,0.10950431810204676,0.003905396669157332,0.0,9.87284744309586e-06
2023-09-20,0.10901981064618749,0.00310853390827652,0.0,1.0412831776171961e-05
2023-09-21,0.10837881106575507,0.002533651696149733,0.0,1.1235752940837632e-05
2023-09-22,0.11289168893299321,0.006311169613387735,0.0,7.381122795040971e-06
2023-09-25,0.11131562417783562,0.0023748078490088004,0.0,8.277138655039067e-06
2023-09-26,0.11077550536552383,0.0012711872634770666,0.0,8.685270221437304e-06
2023-09-27,0.10985167707106705,0.0008318664248795626,0.0,9.505349719779958e-06
2023-09-28,0.10932038021438795,0.0009415691486328731,0.0,1.0065462916101997e-05
2023-09-29,0.1127787384208246,-0.00011295051216861363,0.0,7.429505254849371e-06
2023-10-02,0.11194814991992301,0.0006325257420873864,0.0,7.866795280325178e-06
2023-10-03,0.10477939996213599,-0.005996105403387839,0.0,1.892174936026451e-05
2023-10-04,0.10480629744669247,-0.005045379624374582,0.0,1.8980309186475177e-05
2023-10-05,0.10200315109310822,-0.007317229121279731,0.0,3.1974138705918613e-05
2023-10-06,0.1084365638824242,-0.004342174538400398,0.0,1.1323023053372814e-05
2023-10-09,0.10572998332899347,-0.006218166590929539,0.0,1.625542615536014e-05
2023-10-10,0.10667861487697367,0.0018992149148376741,0.0,1.4145973456163347e-05
2023-10-11,0.1085929662504121,0.0037866688037196394,0.0,1.0976978576408785e-05
2023-10-12,0.1079242596879375,0.005921108594829277,0.0,1.1897872021411682e-05
2023-10-13,0.10670615546484924,-0.0017304084175749634,0.0,1.4047837713189242e-05
2023-10-16,0.10367489211631159,-0.002055091212681881,0.0,2.3066841218669805e-05
2023-10-17,0.10539418169671975,-0.0012844331802539105,0.0,1.7282044514180433e-05
2023-10-18,0.10847555258728954,-0.00011741366312256751,0.0,1.1157031182360586e-05
2023-10-19,0.10697087406393407,-0.0009533856240034194,0.0,1.3522799219185112e-05
2023-10-20,0.10901605867395628,0.0023099032091070393,0.0,1.0443540173537761e-05
2023-10-23,0.10945552940627588,0.005780637289964294,0.0,9.924376061940247e-06
2023-10-24,0.11179210387391211,0.006397922177192358,0.0,7.976102984354075e-06
